+------------+----------+-------------------------------------------------------------------------------------------------+-------------------+
| ChapterNum | VerseNum |                                              Text                                               |       Metre       |
| 22         | 61       | kāmakrodhayamasvadāranirataḥ saṃtyajya lobhaḥ śanaiḥ                                            | śārdūlavikrīḍita  |
| 22         | 61       | evaṃ yaḥ kurute dvijātisuvaraḥ śūdro 'pi yaḥ saṃyamī||                                          | śārdūlavikrīḍita  |
| 22         | 62       | tasmāc{ }chadmakavarjitaḥ sa bhagavān{ }saṃsārabhībhidyakaḥ                                     | śārdūlavikrīḍita  |
| 22         | 62       | yat{ }tat{ }sthānaparaṃ vrajanti puruṣāḥ tasmāt{ }parivrājakaḥ|                                 | śārdūlavikrīḍita  |
| 22         | 62       | granthidārasutaṃ dhanaṃś{ }ca virati nirgranthika socyate                                       | śārdūlavikrīḍita  |
| 22         | 62       | ramyante ṛṣir{ }āśrame dhṛtimanas{ }tasmād{ }ṛṣiḥ socyate||                                     | śārdūlavikrīḍita  |
| 22         | 63       | kāyavāṅmanadaṇḍatatparataras{ }te daṇḍikarūcyate                                                | śārdūlavikrīḍita  |
| 22         | 63       | saddharmaśravaṇaṃ vadanti śravaṇaḥ saddharmabrahmākṣaraḥ|                                       | śārdūlavikrīḍita  |
| 22         | 63       | pāśaprakṣipataṃ paśutvasakalaṃ pāśūpatās{ }te smṛtāḥ                                            | śārdūlavikrīḍita  |
| 22         | 63       | vipre pāśupatādibhikṣusakalaṃ pṛṣṭo 'smy{ }ahaṃ lakṣaṇam||                                      | śārdūlavikrīḍita  |
| 22         | 64       | sarvaṃ tat{ }kathito 'si lakṣaṇa mayā sandhiśvanirnāśanam                                       | śārdūlavikrīḍita  |
| 22         | 64       | prajñāsaṃgrahaśītavardhanaparaṃ saṃsāranirmūlanam|                                              | śārdūlavikrīḍita  |
| 22         | 64       |                                                                                                 | śārdūlavikrīḍita  |
| 22         | 64       | etaj{ }jñānaparaṃ prabodham{ }atulaṃ nityaṃ śivaṃ dhāryate||                                    | śārdūlavikrīḍita  |
| 22         | 0        | <COLOPHON>iti vṛṣasārasaṃgrahe dvāviṃśatitamo 'dhyāyaḥ</COLOPHON>                               | colophon          |
| 23         | 1        | janamejaya uvāca|*                                                                              | speakerindication |
| 23         | 1        | devānāṃ dānavānāṃ ca uttarāraṇim{ }eva ca|                                                      | anuṣṭubh          |
| 23         | 1        | vidviṣanti ca te 'nyonyaṃ kāraṇaṃ tasya kīrtaya||                                               | anuṣṭubh          |
| 23         | 2        | vaiśampāyana uvāca|*                                                                            | speakerindication |
| 23         | 2        | pāpapuṇyasvabhāvābhyāṃ devadaityasya bhūpate|                                                   | anuṣṭubh          |
| 23         | 2        | dharmapakṣasmṛto devo dānavo 'dharmapakṣataḥ||                                                  | anuṣṭubh          |
| 23         | 3        | hetunā tena rājendra anyonyaṃ vidviṣanti te|                                                    | anuṣṭubh          |
| 23         | 3        | devadveṣṭāsurāḥ sarve vibudhāś{ }cāsuradviṣaḥ||                                                 | anuṣṭubh          |
| 23         | 4        | dharmādharmavipakṣatāṃ śṛṇu parāṃ bhūtānukampodayām                                             | śārdūlavikrīḍita  |
| 23         | 4        | satyaṃ śaucam{ }ahiṃsatā damaśamo nirmānam{ }īrṣyāruṣā|                                         | śārdūlavikrīḍita  |
| 23         | 4        | tṛṣṇālobharatasya kāmaviṣayaḥ sarvendriyāṇāṃ jayaḥ                                              | śārdūlavikrīḍita  |
| 23         | 4        | ādhyātmeṣu ratiḥ prasannamanaso nirdvandvasarvālayaḥ||                                          | śārdūlavikrīḍita  |
| 23         | 5        | pāpopekṣaṇaśaśvapuṇyamudito dīneṣu kāruṇyatā                                                    | śārdūlavikrīḍita  |
